countrycode,customerID,PaperlessDate,invoiceNumber,InvoiceDate,DueDate,InvoiceAmount,Disputed,SettledDate,PaperlessBill,DaysToSettle,DaysLate
818,5613-UHVMG,31/05/2012,55416013,30/11/2012,30/12/2012,42.01,Yes,16/01/2013,Electronic,47,17
406,9725-EZTEJ,17/03/2012,1702975198,30/11/2012,30/12/2012,86.44,Yes,02/01/2013,Electronic,33,3
818,2824-HJQPP,04/09/2013,3223401501,30/11/2012,30/12/2012,100.08,No,30/12/2012,Paper,30,0
406,7600-OISKG,19/07/2013,8301490239,30/11/2012,30/12/2012,40.23,Yes,26/12/2012,Paper,26,0
897,9250-VHLWY,03/06/2013,3894320237,01/12/2012,31/12/2012,63.43,No,24/12/2012,Paper,23,0
391,0709-LZRJV,20/06/2013,7896000091,01/12/2012,31/12/2012,38.41,Yes,16/01/2013,Paper,46,16
818,8887-NCUZC,22/01/2013,8016290722,01/12/2012,31/12/2012,30.8,No,09/01/2013,Paper,39,9
897,8942-ERSWK,11/01/2013,1889308921,02/12/2012,01/01/2013,23.5,No,14/12/2012,Paper,12,0
391,6160-HCSFI,10/01/2013,3773503534,02/12/2012,01/01/2013,58.05,No,27/12/2012,Paper,25,0
391,5196-TWQXF,20/06/2012,7092718520,02/12/2012,01/01/2013,50.17,No,24/12/2012,Electronic,22,0
391,7841-HROAQ,15/09/2013,8277025756,02/12/2012,01/01/2013,84.74,No,08/01/2013,Paper,37,7
897,9250-VHLWY,03/06/2013,1953588118,03/12/2012,02/01/2013,51.05,No,01/01/2013,Paper,29,0
391,0379-NEVHP,06/04/2013,9091156209,03/12/2012,02/01/2013,52.47,No,19/12/2012,Paper,16,0
391,5196-TWQXF,20/06/2012,1157522817,04/12/2012,03/01/2013,61.73,No,27/12/2012,Electronic,23,0
897,7372-CESLR,11/01/2013,1569984119,04/12/2012,03/01/2013,28.78,No,27/12/2012,Paper,23,0
897,8690-EEBEO,05/12/2012,3388237396,04/12/2012,03/01/2013,57.78,No,10/01/2013,Paper,37,7
406,4640-FGEJI,04/04/2013,7942175485,04/12/2012,03/01/2013,78.12,Yes,12/01/2013,Paper,39,9
406,5573-KSOIA,30/09/2013,659596494,05/12/2012,04/01/2013,75.65,Yes,14/01/2013,Paper,40,10
770,9149-MATVB,30/04/2013,3829618241,05/12/2012,04/01/2013,42.28,No,06/01/2013,Paper,32,2
770,0706-NRGUP,09/04/2013,5671103218,05/12/2012,04/01/2013,25.78,No,30/12/2012,Paper,25,0
818,8364-UWVLM,10/11/2012,7604918128,05/12/2012,04/01/2013,101.44,Yes,25/12/2012,Electronic,20,0
391,0187-ERLSR,31/07/2013,4910161169,06/12/2012,05/01/2013,59,No,19/12/2012,Paper,13,0
391,2125-HJDLA,22/05/2012,1124489539,07/12/2012,06/01/2013,42.29,No,31/12/2012,Electronic,24,0
391,9212-BTDMX,22/04/2012,3294653032,07/12/2012,06/01/2013,77.73,No,19/12/2012,Electronic,12,0
406,5573-KSOIA,30/09/2013,4294426239,07/12/2012,06/01/2013,61.7,No,12/01/2013,Paper,36,6
897,9286-VLKMI,13/02/2013,6170784196,07/12/2012,06/01/2013,60.39,No,16/12/2012,Paper,9,0
897,6296-UKEUZ,26/11/2012,8638140916,07/12/2012,06/01/2013,21.42,No,08/12/2012,Electronic,1,0
391,6632-CGYHU,08/01/2013,9904297240,07/12/2012,06/01/2013,73.22,No,30/12/2012,Paper,23,0
391,9212-BTDMX,22/04/2012,1422140909,08/12/2012,07/01/2013,53.99,No,27/12/2012,Electronic,19,0
770,7260-ZHAKS,17/06/2012,7935547980,08/12/2012,07/01/2013,66.27,No,30/12/2012,Electronic,22,0
406,8976-AMJEO,03/03/2012,8131076647,08/12/2012,07/01/2013,68.72,No,02/01/2013,Electronic,25,0
406,1447-YZKCL,10/08/2012,9647532335,08/12/2012,07/01/2013,105.9,No,07/01/2013,Electronic,30,0
391,9174-IYKOC,27/11/2012,237437528,09/12/2012,08/01/2013,35.69,Yes,15/01/2013,Electronic,37,7
818,6004-KITZM,01/09/2013,733170200,09/12/2012,08/01/2013,71.71,No,29/12/2012,Paper,20,0
406,4092-ZAVRG,19/05/2012,3453759273,09/12/2012,08/01/2013,81.27,No,13/12/2012,Electronic,4,0
770,9323-NDIOV,09/07/2012,5641290183,09/12/2012,08/01/2013,54.49,No,07/01/2013,Electronic,29,0
391,5529-TBPGK,09/08/2013,6248446618,09/12/2012,08/01/2013,49.83,No,12/01/2013,Paper,34,4
897,0688-XNJRO,24/06/2012,936925570,10/12/2012,09/01/2013,30.98,No,17/01/2013,Electronic,38,8
406,3448-OWJOT,15/09/2012,3806835104,11/12/2012,10/01/2013,59.83,Yes,14/01/2013,Electronic,34,4
391,2125-HJDLA,22/05/2012,9802209671,11/12/2012,10/01/2013,41.08,No,15/01/2013,Electronic,35,5
770,2447-JCFGW,31/07/2012,355095997,12/12/2012,11/01/2013,31.38,No,05/01/2013,Electronic,24,0
897,1168-BEASA,06/11/2013,4791525699,12/12/2012,11/01/2013,47.08,No,23/12/2012,Paper,11,0
897,1408-OQZUE,14/09/2012,5822411556,12/12/2012,11/01/2013,64.29,Yes,27/01/2013,Electronic,46,16
897,0688-XNJRO,24/06/2012,578091983,13/12/2012,12/01/2013,36.09,No,30/01/2013,Electronic,48,18
391,9212-BTDMX,22/04/2012,744808791,13/12/2012,12/01/2013,53.91,No,28/12/2012,Electronic,15,0
770,9149-MATVB,30/04/2013,2008743660,13/12/2012,12/01/2013,67.27,No,27/12/2012,Paper,14,0
391,7841-HROAQ,15/09/2013,6727591183,13/12/2012,12/01/2013,73,No,04/01/2013,Paper,22,0
406,9771-QTLGZ,10/12/2012,4073224041,14/12/2012,13/01/2013,46.62,Yes,30/12/2012,Electronic,16,0
406,5284-DJOZO,11/09/2012,5802848218,14/12/2012,13/01/2013,82.19,No,18/12/2012,Electronic,4,0
897,0688-XNJRO,24/06/2012,6793125916,14/12/2012,13/01/2013,40.86,Yes,14/01/2013,Electronic,31,1
897,9286-VLKMI,13/02/2013,6876100884,14/12/2012,13/01/2013,36.71,No,25/12/2012,Paper,11,0
818,6004-KITZM,01/09/2013,9232223339,14/12/2012,13/01/2013,58.56,No,07/01/2013,Paper,24,0
391,7841-HROAQ,15/09/2013,1666441527,15/12/2012,14/01/2013,54.27,Yes,28/01/2013,Paper,44,14
770,9928-IJYBQ,18/03/2012,7423547921,15/12/2012,14/01/2013,60.47,No,19/01/2013,Electronic,35,5
406,5164-VMYWJ,27/11/2013,9807005414,15/12/2012,14/01/2013,59.5,Yes,27/01/2013,Paper,43,13
770,4460-ZXNDN,27/06/2013,27545037,16/12/2012,15/01/2013,75.06,No,12/01/2013,Paper,27,0
391,7209-MDWKR,09/10/2013,8343505064,16/12/2012,15/01/2013,61.2,No,15/01/2013,Paper,30,0
391,7209-MDWKR,09/10/2013,2906379133,17/12/2012,16/01/2013,66.75,No,01/02/2013,Paper,46,16
818,6627-ELFBK,26/11/2012,2924562161,17/12/2012,16/01/2013,98.73,No,03/01/2013,Electronic,17,0
391,6632-CGYHU,08/01/2013,4177855353,17/12/2012,16/01/2013,74.41,No,01/01/2013,Paper,15,0
406,8976-AMJEO,03/03/2012,4303435021,17/12/2012,16/01/2013,42.45,No,31/12/2012,Electronic,14,0
406,4640-FGEJI,04/04/2013,6360019650,17/12/2012,16/01/2013,99.67,Yes,06/02/2013,Paper,51,21
770,6831-FIODB,08/05/2013,2399454051,18/12/2012,17/01/2013,41.56,No,25/01/2013,Paper,38,8
770,0465-DTULQ,04/03/2013,4259682376,18/12/2012,17/01/2013,22.53,Yes,27/01/2013,Paper,40,10
391,2820-XGXSB,26/01/2012,8252449224,18/12/2012,17/01/2013,108.68,No,22/12/2012,Electronic,4,0
391,3569-VJWXS,09/04/2013,1536168471,19/12/2012,18/01/2013,63.48,No,13/01/2013,Paper,25,0
770,2687-XWAMA,03/04/2013,3621497785,19/12/2012,18/01/2013,29.64,No,01/01/2013,Paper,13,0
406,9758-AIEIK,23/04/2012,7101585538,19/12/2012,18/01/2013,65.49,Yes,23/01/2013,Electronic,35,5
391,9014-WENVB,03/08/2013,7720415253,19/12/2012,18/01/2013,66.08,No,06/01/2013,Paper,18,0
391,9841-XLGBV,03/01/2013,8088935090,20/12/2012,19/01/2013,50.03,No,23/01/2013,Paper,34,4
770,7758-WKLVM,06/02/2012,123645023,22/12/2012,21/01/2013,44.36,No,24/01/2013,Electronic,33,3
818,1604-LIFKX,16/03/2013,5672264098,22/12/2012,21/01/2013,52.62,No,05/02/2013,Paper,45,15
770,6831-FIODB,08/05/2013,6247830671,22/12/2012,21/01/2013,63.67,No,19/01/2013,Paper,28,0
897,9460-VAZGD,10/08/2013,6556605926,22/12/2012,21/01/2013,50.82,No,09/01/2013,Paper,18,0
770,7856-ODQFO,05/08/2012,7736319597,22/12/2012,21/01/2013,52.92,Yes,16/01/2013,Electronic,25,0
391,5920-DPXLN,11/11/2012,2079957616,23/12/2012,22/01/2013,62.58,No,13/01/2013,Electronic,21,0
406,5573-KSOIA,30/09/2013,3638200662,23/12/2012,22/01/2013,92.94,No,07/02/2013,Paper,46,16
770,3831-FXWYK,08/03/2013,93006859,24/12/2012,23/01/2013,24.46,No,31/01/2013,Paper,38,8
770,9149-MATVB,30/04/2013,640587193,24/12/2012,23/01/2013,64.18,No,18/01/2013,Paper,25,0
406,9322-YCTQO,06/04/2012,1748015447,24/12/2012,23/01/2013,75.19,No,25/01/2013,Electronic,32,2
391,5529-TBPGK,09/08/2013,881665013,25/12/2012,24/01/2013,37.97,Yes,11/02/2013,Paper,48,18
391,3569-VJWXS,09/04/2013,1282903123,25/12/2012,24/01/2013,59.32,No,16/01/2013,Paper,22,0
897,1408-OQZUE,14/09/2012,1390614217,25/12/2012,24/01/2013,28.07,No,23/01/2013,Electronic,29,0
391,2125-HJDLA,22/05/2012,3975362830,25/12/2012,24/01/2013,27,No,26/01/2013,Electronic,32,2
770,2687-XWAMA,03/04/2013,4927657057,25/12/2012,24/01/2013,54.66,No,13/01/2013,Paper,19,0
770,6077-FDQRK,11/09/2012,7517563980,25/12/2012,24/01/2013,55.87,No,13/01/2013,Electronic,19,0
406,4640-FGEJI,04/04/2013,9191319419,25/12/2012,24/01/2013,58.59,No,23/01/2013,Paper,29,0
897,6177-VTITE,26/10/2012,511851896,26/12/2012,25/01/2013,8.27,No,06/01/2013,Electronic,11,0
391,3569-VJWXS,09/04/2013,3723989407,26/12/2012,25/01/2013,34.86,No,21/01/2013,Paper,26,0
391,8156-PCYBM,03/03/2012,4881618322,26/12/2012,25/01/2013,104.02,No,31/01/2013,Electronic,36,6
391,2820-XGXSB,26/01/2012,6906890052,26/12/2012,25/01/2013,72.14,No,08/01/2013,Electronic,13,0
406,9725-EZTEJ,17/03/2012,9923030049,26/12/2012,25/01/2013,71.12,Yes,29/01/2013,Electronic,34,4
818,3568-JJMFW,09/01/2012,326671411,27/12/2012,26/01/2013,88.5,Yes,18/01/2013,Electronic,22,0
391,6160-HCSFI,10/01/2013,1544728256,27/12/2012,26/01/2013,72.26,No,13/01/2013,Paper,17,0
897,7654-DOLHO,04/04/2012,5999019394,27/12/2012,26/01/2013,5.26,No,23/01/2013,Electronic,27,0
897,9460-VAZGD,10/08/2013,7662622783,27/12/2012,26/01/2013,15,No,07/01/2013,Paper,11,0
770,3831-FXWYK,08/03/2013,7809215596,27/12/2012,26/01/2013,71.85,No,01/02/2013,Paper,36,6
897,9286-VLKMI,13/02/2013,254550541,28/12/2012,27/01/2013,61.59,No,08/01/2013,Paper,11,0
897,7654-DOLHO,04/04/2012,2442634583,28/12/2012,27/01/2013,45.11,No,14/01/2013,Electronic,17,0
391,2423-QOKIO,11/05/2013,2714712437,28/12/2012,27/01/2013,96.31,No,22/01/2013,Paper,25,0
770,0465-DTULQ,04/03/2013,3812264523,28/12/2012,27/01/2013,58.71,No,25/01/2013,Paper,28,0
391,5529-TBPGK,09/08/2013,4494083848,28/12/2012,27/01/2013,68.24,No,05/02/2013,Paper,39,9
406,8976-AMJEO,03/03/2012,7190128567,29/12/2012,28/01/2013,83.93,No,18/01/2013,Electronic,20,0
770,4460-ZXNDN,27/06/2013,9863361720,29/12/2012,28/01/2013,58.9,No,10/02/2013,Paper,43,13
770,6077-FDQRK,11/09/2012,921537795,30/12/2012,29/01/2013,49.84,No,16/01/2013,Electronic,17,0
391,5920-DPXLN,11/11/2012,2969979027,30/12/2012,29/01/2013,50.34,No,14/01/2013,Electronic,15,0
391,2125-HJDLA,22/05/2012,3171200707,30/12/2012,29/01/2013,61.93,No,16/02/2013,Electronic,48,18
818,5875-VZQCZ,15/07/2013,4046691560,30/12/2012,29/01/2013,81.37,Yes,11/02/2013,Paper,43,13
391,9212-BTDMX,22/04/2012,4271825679,30/12/2012,29/01/2013,48.85,No,18/01/2013,Electronic,19,0
391,5196-TWQXF,20/06/2012,5080141194,30/12/2012,29/01/2013,45.8,No,10/01/2013,Electronic,11,0
818,9181-HEKGV,16/10/2013,5364802553,30/12/2012,29/01/2013,87,Yes,04/03/2013,Paper,64,34
818,3568-JJMFW,09/01/2012,5896450110,30/12/2012,29/01/2013,56.93,Yes,17/01/2013,Electronic,18,0
897,9286-VLKMI,13/02/2013,8471592455,30/12/2012,29/01/2013,51.96,No,04/01/2013,Paper,5,0
897,1168-BEASA,06/11/2013,8835176664,30/12/2012,29/01/2013,59.86,No,25/01/2013,Paper,26,0
770,9928-IJYBQ,18/03/2012,2680537112,31/12/2012,30/01/2013,49.68,No,02/02/2013,Electronic,33,3
406,0783-PEPYR,27/11/2013,7555537204,31/12/2012,30/01/2013,66.56,No,03/02/2013,Paper,34,4
897,0688-XNJRO,24/06/2012,8748260263,31/12/2012,30/01/2013,44.81,No,16/02/2013,Electronic,47,17
406,4640-FGEJI,04/04/2013,1581104767,01/01/2013,31/01/2013,80.27,No,16/01/2013,Paper,15,0
897,9460-VAZGD,10/08/2013,1695583002,01/01/2013,31/01/2013,62.32,No,28/01/2013,Paper,27,0
391,5920-DPXLN,11/11/2012,2561298121,01/01/2013,31/01/2013,36.1,No,13/01/2013,Electronic,12,0
897,7372-CESLR,11/01/2013,7692447978,01/01/2013,31/01/2013,37.25,Yes,31/01/2013,Paper,30,0
406,3448-OWJOT,15/09/2012,7792341685,01/01/2013,31/01/2013,71.35,Yes,04/02/2013,Electronic,34,4
391,0379-NEVHP,06/04/2013,611365,02/01/2013,01/02/2013,55.94,No,15/01/2013,Paper,13,0
391,5196-TWQXF,20/06/2012,2225581009,02/01/2013,01/02/2013,45.71,No,25/01/2013,Electronic,23,0
897,1408-OQZUE,14/09/2012,2290457712,02/01/2013,01/02/2013,51.91,Yes,09/02/2013,Electronic,38,8
406,9117-LYRCE,05/07/2013,2840107285,02/01/2013,01/02/2013,49.59,No,06/02/2013,Paper,35,5
818,2824-HJQPP,04/09/2013,7008503597,02/01/2013,01/02/2013,50.66,No,24/01/2013,Paper,22,0
897,7372-CESLR,11/01/2013,8737102611,02/01/2013,01/02/2013,27.5,No,27/01/2013,Paper,25,0
391,3598-DNURW,29/08/2012,2135406196,03/01/2013,02/02/2013,49.51,No,15/01/2013,Electronic,12,0
391,7329-TWKLF,20/11/2013,4534576559,03/01/2013,02/02/2013,91.37,No,16/01/2013,Paper,13,0
406,5164-VMYWJ,27/11/2013,9028881795,03/01/2013,02/02/2013,67.66,No,01/02/2013,Paper,29,0
406,4651-PMEXQ,04/07/2012,449356610,04/01/2013,03/02/2013,77.46,No,24/01/2013,Electronic,20,0
391,8156-PCYBM,03/03/2012,3416294053,04/01/2013,03/02/2013,58.03,No,03/02/2013,Electronic,30,0
818,2824-HJQPP,04/09/2013,4080383560,04/01/2013,03/02/2013,58.79,No,25/01/2013,Paper,21,0
770,3993-QUNVJ,31/12/2012,4934230957,04/01/2013,03/02/2013,88.48,Yes,30/01/2013,Electronic,26,0
391,2820-XGXSB,26/01/2012,6528247418,04/01/2013,03/02/2013,84.86,No,08/01/2013,Electronic,4,0
391,0379-NEVHP,06/04/2013,1369975903,05/01/2013,04/02/2013,61.11,No,26/01/2013,Paper,21,0
770,3831-FXWYK,08/03/2013,5950285853,05/01/2013,04/02/2013,63.12,Yes,18/02/2013,Paper,44,14
391,2820-XGXSB,26/01/2012,6312340515,05/01/2013,04/02/2013,68.5,No,08/01/2013,Electronic,3,0
818,3271-HYHDN,28/04/2013,8240701264,05/01/2013,04/02/2013,46.1,No,12/01/2013,Paper,7,0
818,6004-KITZM,01/09/2013,58393139,06/01/2013,05/02/2013,88.16,No,29/01/2013,Paper,23,0
391,9174-IYKOC,27/11/2012,1697562316,06/01/2013,05/02/2013,73.09,No,19/01/2013,Electronic,13,0
818,5924-UOPGH,06/06/2013,2361287480,06/01/2013,05/02/2013,69.22,No,20/01/2013,Paper,14,0
818,2824-HJQPP,04/09/2013,2964011777,06/01/2013,05/02/2013,70.5,No,30/01/2013,Paper,24,0
770,7050-KQLDO,29/09/2012,4601584321,06/01/2013,05/02/2013,52.6,No,19/01/2013,Electronic,13,0
391,3598-DNURW,29/08/2012,4858028884,06/01/2013,05/02/2013,58.49,No,16/01/2013,Electronic,10,0
391,6160-HCSFI,10/01/2013,4949816221,06/01/2013,05/02/2013,85.64,No,01/02/2013,Paper,26,0
391,6160-HCSFI,10/01/2013,3987219947,07/01/2013,06/02/2013,69.85,No,08/02/2013,Paper,32,2
406,6833-ETVHD,30/04/2012,5600044644,07/01/2013,06/02/2013,67.51,No,22/01/2013,Electronic,15,0
818,2824-HJQPP,04/09/2013,2279639083,08/01/2013,07/02/2013,51.65,No,23/01/2013,Paper,15,0
406,9322-YCTQO,06/04/2012,8315488143,08/01/2013,07/02/2013,89.98,No,11/02/2013,Electronic,34,4
770,9149-MATVB,30/04/2013,3141193941,09/01/2013,08/02/2013,65.81,No,03/02/2013,Paper,25,0
770,9149-MATVB,30/04/2013,4741356244,09/01/2013,08/02/2013,36.93,No,03/02/2013,Paper,25,0
897,9286-VLKMI,13/02/2013,5018112852,09/01/2013,08/02/2013,52.9,No,12/01/2013,Paper,3,0
406,8389-TCXFQ,24/08/2012,5471402464,09/01/2013,08/02/2013,51.2,No,24/01/2013,Electronic,15,0
391,0379-NEVHP,06/04/2013,5786890759,09/01/2013,08/02/2013,34.41,No,27/01/2013,Paper,18,0
897,9250-VHLWY,03/06/2013,5863004374,09/01/2013,08/02/2013,52.53,No,11/02/2013,Paper,33,3
818,3271-HYHDN,28/04/2013,8086151417,09/01/2013,08/02/2013,49.85,No,12/01/2013,Paper,3,0
818,6627-ELFBK,26/11/2012,4138615040,11/01/2013,10/02/2013,66.01,No,01/02/2013,Electronic,21,0
406,7600-OISKG,19/07/2013,6252751133,11/01/2013,10/02/2013,75.47,Yes,24/02/2013,Paper,44,14
818,5924-UOPGH,06/06/2013,6810105370,11/01/2013,10/02/2013,92.82,No,31/01/2013,Paper,20,0
770,0465-DTULQ,04/03/2013,8461427104,11/01/2013,10/02/2013,52.14,Yes,20/02/2013,Paper,40,10
770,9928-IJYBQ,18/03/2012,2245157627,12/01/2013,11/02/2013,52.07,No,12/02/2013,Electronic,31,1
818,8887-NCUZC,22/01/2013,2640415165,12/01/2013,11/02/2013,36.96,No,09/02/2013,Paper,28,0
406,8389-TCXFQ,24/08/2012,2941967523,12/01/2013,11/02/2013,60.35,Yes,17/02/2013,Electronic,36,6
391,8820-BLYDZ,19/03/2013,3208997911,12/01/2013,11/02/2013,46.32,No,21/01/2013,Paper,9,0
897,8942-ERSWK,11/01/2013,3679770947,12/01/2013,11/02/2013,14.09,No,21/01/2013,Electronic,9,0
770,3831-FXWYK,08/03/2013,4325495498,12/01/2013,11/02/2013,69.26,No,16/02/2013,Paper,35,5
406,4632-QZOKX,19/03/2013,5338397427,12/01/2013,11/02/2013,65.61,Yes,20/02/2013,Paper,39,9
897,1168-BEASA,06/11/2013,2427601971,13/01/2013,12/02/2013,39.18,No,01/02/2013,Paper,19,0
770,7856-ODQFO,05/08/2012,7152404667,13/01/2013,12/02/2013,56.6,Yes,09/02/2013,Electronic,27,0
897,3676-CQAIF,29/07/2013,9833377240,13/01/2013,12/02/2013,38.72,No,02/03/2013,Paper,48,18
406,5164-VMYWJ,27/11/2013,2686795105,14/01/2013,13/02/2013,51.86,No,09/02/2013,Paper,26,0
897,3676-CQAIF,29/07/2013,4999718461,14/01/2013,13/02/2013,10.64,No,03/02/2013,Paper,20,0
406,4640-FGEJI,04/04/2013,8459323044,14/01/2013,13/02/2013,40.13,No,17/02/2013,Paper,34,4
391,9212-BTDMX,22/04/2012,818753502,15/01/2013,14/02/2013,48.18,No,04/02/2013,Electronic,20,0
770,4460-ZXNDN,27/06/2013,959092964,15/01/2013,14/02/2013,72.05,Yes,10/03/2013,Paper,54,24
391,1080-NDGAE,28/09/2012,8673161784,15/01/2013,14/02/2013,100,Yes,13/02/2013,Electronic,29,0
406,9117-LYRCE,05/07/2013,9086013190,15/01/2013,14/02/2013,60.11,No,27/02/2013,Paper,43,13
406,1447-YZKCL,10/08/2012,6655280733,16/01/2013,15/02/2013,70.75,No,06/02/2013,Electronic,21,0
897,1408-OQZUE,14/09/2012,6753688990,16/01/2013,15/02/2013,61.39,No,05/02/2013,Electronic,20,0
770,7228-LEPPM,30/04/2012,8262359020,16/01/2013,15/02/2013,47.74,No,26/02/2013,Electronic,41,11
406,5573-KSOIA,30/09/2013,769617971,17/01/2013,16/02/2013,86.27,Yes,28/02/2013,Paper,42,12
406,1447-YZKCL,10/08/2012,1670705301,17/01/2013,16/02/2013,88.36,No,22/02/2013,Electronic,36,6
391,8156-PCYBM,03/03/2012,2079450535,17/01/2013,16/02/2013,62.12,No,22/02/2013,Electronic,36,6
391,5920-DPXLN,11/11/2012,6879549553,17/01/2013,16/02/2013,47.55,No,02/02/2013,Electronic,16,0
897,1408-OQZUE,14/09/2012,4386748004,18/01/2013,17/02/2013,72.29,No,19/02/2013,Electronic,32,2
406,8976-AMJEO,03/03/2012,4806513035,18/01/2013,17/02/2013,84.87,No,05/02/2013,Electronic,18,0
897,3271-YDPUJ,02/04/2013,5861341441,18/01/2013,17/02/2013,44.79,Yes,24/02/2013,Paper,37,7
406,9758-AIEIK,23/04/2012,6268305498,18/01/2013,17/02/2013,85.3,No,07/02/2013,Electronic,20,0
770,9149-MATVB,30/04/2013,7991968212,18/01/2013,17/02/2013,72.95,No,08/02/2013,Paper,21,0
770,0465-DTULQ,04/03/2013,8925106994,18/01/2013,17/02/2013,64.48,No,23/02/2013,Paper,36,6
818,5924-UOPGH,06/06/2013,2538593943,19/01/2013,18/02/2013,72.36,Yes,06/03/2013,Paper,46,16
391,8156-PCYBM,03/03/2012,2597867711,19/01/2013,18/02/2013,55.82,No,12/02/2013,Electronic,24,0
818,5924-UOPGH,06/06/2013,6442249090,19/01/2013,18/02/2013,88.72,Yes,26/02/2013,Paper,38,8
897,9250-VHLWY,03/06/2013,3153726272,20/01/2013,19/02/2013,65.43,No,10/02/2013,Paper,21,0
770,7856-ODQFO,05/08/2012,4249624347,20/01/2013,19/02/2013,56.86,Yes,25/02/2013,Electronic,36,6
770,6831-FIODB,08/05/2013,8106002715,20/01/2013,19/02/2013,17.44,No,20/02/2013,Paper,31,1
770,7228-LEPPM,30/04/2012,5023901716,21/01/2013,20/02/2013,89.96,Yes,13/03/2013,Electronic,51,21
897,3271-YDPUJ,02/04/2013,5689526714,21/01/2013,20/02/2013,64.44,Yes,22/02/2013,Paper,32,2
770,7050-KQLDO,29/09/2012,6915911592,22/01/2013,21/02/2013,43.12,No,03/02/2013,Electronic,12,0
770,7260-ZHAKS,17/06/2012,5516916159,23/01/2013,22/02/2013,83.32,No,06/02/2013,Electronic,14,0
770,2447-JCFGW,31/07/2012,905360282,24/01/2013,23/02/2013,73.28,No,13/02/2013,Electronic,20,0
406,5573-KSOIA,30/09/2013,4403696251,24/01/2013,23/02/2013,81.37,Yes,14/03/2013,Paper,49,19
406,6833-ETVHD,30/04/2012,5614207522,24/01/2013,23/02/2013,59.25,No,11/02/2013,Electronic,18,0
770,0625-TNJFG,15/08/2013,6326625438,24/01/2013,23/02/2013,65.75,No,16/02/2013,Paper,23,0
818,5613-UHVMG,31/05/2012,7406229116,24/01/2013,23/02/2013,61.02,Yes,16/03/2013,Electronic,51,21
391,6160-HCSFI,10/01/2013,9097859581,24/01/2013,23/02/2013,44.64,No,11/02/2013,Electronic,18,0
391,1080-NDGAE,28/09/2012,2121660618,25/01/2013,24/02/2013,79.79,Yes,02/03/2013,Electronic,36,6
897,7654-DOLHO,04/04/2012,7093044151,25/01/2013,24/02/2013,7.08,No,19/02/2013,Electronic,25,0
391,0379-NEVHP,06/04/2013,9831463047,25/01/2013,24/02/2013,33.23,No,11/02/2013,Paper,17,0
406,8976-AMJEO,03/03/2012,7900770,26/01/2013,25/02/2013,61.74,Yes,03/03/2013,Electronic,36,6
770,9149-MATVB,30/04/2013,1207140333,26/01/2013,25/02/2013,25.73,No,24/02/2013,Paper,29,0
406,6833-ETVHD,30/04/2012,1992091788,26/01/2013,25/02/2013,63.82,No,15/02/2013,Electronic,20,0
391,9174-IYKOC,27/11/2012,4125716174,26/01/2013,25/02/2013,56.27,No,18/02/2013,Electronic,23,0
391,3569-VJWXS,09/04/2013,8921244707,26/01/2013,25/02/2013,58.42,No,19/02/2013,Paper,24,0
391,7329-TWKLF,20/11/2013,5016123354,27/01/2013,26/02/2013,94.38,No,16/02/2013,Paper,20,0
391,9841-XLGBV,03/01/2013,4670071329,28/01/2013,27/02/2013,51.83,No,18/02/2013,Electronic,21,0
406,4651-PMEXQ,04/07/2012,7680218680,28/01/2013,27/02/2013,65.56,No,22/02/2013,Electronic,25,0
818,1604-LIFKX,16/03/2013,3037486776,29/01/2013,28/02/2013,79.37,No,11/03/2013,Paper,41,11
770,9928-IJYBQ,18/03/2012,4795998561,29/01/2013,28/02/2013,54.42,No,01/03/2013,Electronic,31,1
406,4651-PMEXQ,04/07/2012,9071684141,29/01/2013,28/02/2013,102.01,Yes,10/03/2013,Electronic,40,10
406,8389-TCXFQ,24/08/2012,540061441,30/01/2013,01/03/2013,85.5,No,13/02/2013,Electronic,14,0
770,6831-FIODB,08/05/2013,6180284302,30/01/2013,01/03/2013,30.9,No,06/03/2013,Paper,35,5
770,7260-ZHAKS,17/06/2012,8227346978,30/01/2013,01/03/2013,53.71,No,25/02/2013,Electronic,26,0
406,8389-TCXFQ,24/08/2012,2250514490,31/01/2013,02/03/2013,62.78,Yes,12/03/2013,Electronic,40,10
770,3993-QUNVJ,31/12/2012,7490803947,31/01/2013,02/03/2013,68.79,No,08/02/2013,Electronic,8,0
897,6391-GBFQJ,25/11/2013,8426420017,31/01/2013,02/03/2013,15.48,No,12/02/2013,Paper,12,0
770,3993-QUNVJ,31/12/2012,131216793,01/02/2013,03/03/2013,56.65,No,05/02/2013,Electronic,4,0
391,3569-VJWXS,09/04/2013,218034886,01/02/2013,03/03/2013,38.64,No,05/03/2013,Paper,32,2
406,8389-TCXFQ,24/08/2012,7379159223,01/02/2013,03/03/2013,55,No,22/02/2013,Electronic,21,0
818,6627-ELFBK,26/11/2012,8075572741,01/02/2013,03/03/2013,69.59,Yes,09/03/2013,Electronic,36,6
406,4651-PMEXQ,04/07/2012,1327547312,02/02/2013,04/03/2013,80.5,No,17/02/2013,Electronic,15,0
897,7654-DOLHO,04/04/2012,4371325400,02/02/2013,04/03/2013,24.6,No,17/02/2013,Electronic,15,0
391,6160-HCSFI,10/01/2013,5709007782,02/02/2013,04/03/2013,85.52,No,23/02/2013,Electronic,21,0
391,8820-BLYDZ,19/03/2013,7675257333,02/02/2013,04/03/2013,77.35,No,11/02/2013,Paper,9,0
